Id,SalePrice
1461,125893.0
1462,162496.0
1463,182725.0
1464,201725.0
1465,180434.0
1466,169564.0
1467,180271.0
1468,164691.0
1469,171379.0
1470,126279.0
1471,179906.0
1472,100385.0
1473,97079.0
1474,152556.0
1475,113246.0
1476,347587.0
1477,245682.0
1478,269486.0
1479,279711.0
1480,554969.0
1481,295151.0
1482,203623.0
1483,181233.0
1484,163857.0
1485,171844.0
1486,191871.0
1487,302807.0
1488,219709.0
1489,196075.0
1490,249907.0
1491,198251.0
1492,88777.0
1493,175234.0
1494,275444.0
1495,269001.0
1496,228438.0
1497,176998.0
1498,164080.0
1499,163460.0
1500,157465.0
1501,194652.0
1502,149213.0
1503,298204.0
1504,253983.0
1505,248811.0
1506,198096.0
1507,251820.0
1508,204439.0
1509,153178.0
1510,152373.0
1511,154049.0
1512,169123.0
1513,167693.0
1514,162147.0
1515,167572.0
1516,136501.0
1517,155573.0
1518,135099.0
1519,206451.0
1520,129727.0
1521,135920.0
1522,159600.0
1523,112784.0
1524,120232.0
1525,115605.0
1526,109409.0
1527,99277.0
1528,133033.0
1529,152308.0
1530,196240.0
1531,115334.0
1532,82595.0
1533,156171.0
1534,117547.0
1535,149238.0
1536,108797.0
1537,41009.0
1538,152523.0
1539,266181.0
1540,81143.0
1541,129615.0
1542,131179.0
1543,179040.0
1544,82991.0
1545,108614.0
1546,138597.0
1547,124334.0
1548,128003.0
1549,126838.0
1550,136741.0
1551,97946.0
1552,152882.0
1553,134894.0
1554,120886.0
1555,170026.0
1556,57451.0
1557,111188.0
1558,106681.0
1559,48244.0
1560,119346.0
1561,149419.0
1562,125912.0
1563,117841.0
1564,163641.0
1565,153684.0
1566,350044.0
1567,67605.0
1568,223064.0
1569,143961.0
1570,134967.0
1571,123779.0
1572,156988.0
1573,199730.0
1574,112828.0
1575,199162.0
1576,265449.0
1577,187530.0
1578,140164.0
1579,139079.0
1580,183786.0
1581,135331.0
1582,122738.0
1583,293600.0
1584,224990.0
1585,141677.0
1586,83957.0
1587,106523.0
1588,133653.0
1589,90214.0
1590,153431.0
1591,90687.0
1592,109969.0
1593,124601.0
1594,155959.0
1595,110487.0
1596,227095.0
1597,190878.0
1598,195630.0
1599,111601.0
1600,119067.0
1601,65725.0
1602,116076.0
1603,58014.0
1604,272652.0
1605,221520.0
1606,183555.0
1607,191111.0
1608,214318.0
1609,177271.0
1610,157807.0
1611,154804.0
1612,174001.0
1613,164789.0
1614,115449.0
1615,90572.0
1616,73940.0
1617,91973.0
1618,143666.0
1619,154725.0
1620,207104.0
1621,127749.0
1622,154642.0
1623,261395.0
1624,204006.0
1625,114440.0
1626,171808.0
1627,188417.0
1628,277205.0
1629,175860.0
1630,336125.0
1631,209105.0
1632,239198.0
1633,167074.0
1634,181213.0
1635,175131.0
1636,165533.0
1637,202716.0
1638,194945.0
1639,186615.0
1640,246575.0
1641,183993.0
1642,267536.0
1643,238488.0
1644,258771.0
1645,214735.0
1646,154696.0
1647,163773.0
1648,136761.0
1649,150175.0
1650,124704.0
1651,119874.0
1652,98168.0
1653,105982.0
1654,146982.0
1655,150364.0
1656,144704.0
1657,144979.0
1658,139479.0
1659,120053.0
1660,145521.0
1661,427222.0
1662,382222.0
1663,369738.0
1664,540356.0
1665,320895.0
1666,291981.0
1667,388764.0
1668,326774.0
1669,294416.0
1670,333989.0
1671,261019.0
1672,415824.0
1673,305637.0
1674,253950.0
1675,200503.0
1676,193439.0
1677,226849.0
1678,573323.0
1679,371465.0
1680,369335.0
1681,248486.0
1682,312058.0
1683,212760.0
1684,174777.0
1685,163901.0
1686,172008.0
1687,167735.0
1688,205882.0
1689,198016.0
1690,194992.0
1691,179555.0
1692,250247.0
1693,170995.0
1694,181009.0
1695,170630.0
1696,274356.0
1697,172865.0
1698,364202.0
1699,385972.0
1700,278821.0
1701,259835.0
1702,248607.0
1703,232658.0
1704,278541.0
1705,232221.0
1706,186099.0
1707,225289.0
1708,217584.0
1709,282074.0
1710,237104.0
1711,281363.0
1712,239284.0
1713,311880.0
1714,229291.0
1715,212695.0
1716,179674.0
1717,170021.0
1718,130577.0
1719,214656.0
1720,324020.0
1721,149670.0
1722,125303.0
1723,158001.0
1724,198496.0
1725,242613.0
1726,196043.0
1727,153529.0
1728,176657.0
1729,163152.0
1730,146345.0
1731,114536.0
1732,130576.0
1733,111369.0
1734,129999.0
1735,124061.0
1736,120216.0
1737,561107.0
1738,243052.0
1739,233749.0
1740,215335.0
1741,185355.0
1742,181768.0
1743,176094.0
1744,541600.0
1745,205516.0
1746,183842.0
1747,204755.0
1748,243361.0
1749,155159.0
1750,122253.0
1751,239012.0
1752,126435.0
1753,155290.0
1754,191511.0
1755,188337.0
1756,143004.0
1757,123150.0
1758,142804.0
1759,162173.0
1760,164426.0
1761,139849.0
1762,171120.0
1763,175564.0
1764,115323.0
1765,147697.0
1766,188836.0
1767,213783.0
1768,136804.0
1769,155931.0
1770,151679.0
1771,118874.0
1772,142146.0
1773,139402.0
1774,144937.0
1775,136960.0
1776,131615.0
1777,113552.0
1778,130795.0
1779,123451.0
1780,172964.0
1781,127263.0
1782,94332.0
1783,167439.0
1784,113659.0
1785,132337.0
1786,153648.0
1787,151121.0
1788,71065.0
1789,111010.0
1790,94826.0
1791,183030.0
1792,158602.0
1793,133098.0
1794,141041.0
1795,134023.0
1796,107824.0
1797,109627.0
1798,124397.0
1799,113307.0
1800,136164.0
1801,133010.0
1802,127478.0
1803,153220.0
1804,138905.0
1805,141435.0
1806,121544.0
1807,142172.0
1808,116716.0
1809,116933.0
1810,137553.0
1811,145479.0
1812,84590.0
1813,155826.0
1814,106192.0
1815,48596.0
1816,89944.0
1817,118608.0
1818,192130.0
1819,125639.0
1820,24941.0
1821,99709.0
1822,166446.0
1823,29097.0
1824,124647.0
1825,137011.0
1826,107621.0
1827,97597.0
1828,131613.0
1829,121614.0
1830,140799.0
1831,167844.0
1832,53525.0
1833,148355.0
1834,138511.0
1835,95952.0
1836,130492.0
1837,86573.0
1838,125012.0
1839,111695.0
1840,164339.0
1841,144418.0
1842,81996.0
1843,128363.0
1844,136937.0
1845,166100.0
1846,150806.0
1847,176476.0
1848,44770.0
1849,87298.0
1850,124762.0
1851,140301.0
1852,124967.0
1853,130773.0
1854,137528.0
1855,134035.0
1856,239086.0
1857,106862.0
1858,130623.0
1859,120770.0
1860,144000.0
1861,118480.0
1862,306558.0
1863,281053.0
1864,281069.0
1865,334191.0
1866,350117.0
1867,223065.0
1868,303460.0
1869,204332.0
1870,217164.0
1871,251446.0
1872,170782.0
1873,275196.0
1874,150637.0
1875,208536.0
1876,205010.0
1877,222381.0
1878,201175.0
1879,134767.0
1880,130705.0
1881,255276.0
1882,243510.0
1883,184273.0
1884,195520.0
1885,217625.0
1886,248261.0
1887,212972.0
1888,272937.0
1889,169512.0
1890,139577.0
1891,123451.0
1892,93682.0
1893,149268.0
1894,136606.0
1895,138369.0
1896,124534.0
1897,125053.0
1898,113285.0
1899,162521.0
1900,155736.0
1901,164681.0
1902,143208.0
1903,192542.0
1904,137217.0
1905,191720.0
1906,136164.0
1907,187811.0
1908,103909.0
1909,132014.0
1910,113050.0
1911,197345.0
1912,304992.0
1913,164640.0
1914,55880.0
1915,461929.0
1916,93353.0
1917,234414.0
1918,151001.0
1919,185663.0
1920,152977.0
1921,406648.0
1922,330199.0
1923,228169.0
1924,219730.0
1925,186140.0
1926,390098.0
1927,134002.0
1928,163659.0
1929,123173.0
1930,137984.0
1931,147866.0
1932,141418.0
1933,172799.0
1934,176601.0
1935,179409.0
1936,183119.0
1937,191614.0
1938,163968.0
1939,206247.0
1940,183139.0
1941,168711.0
1942,189353.0
1943,221219.0
1944,403026.0
1945,414251.0
1946,154661.0
1947,196868.0
1948,174107.0
1949,255911.0
1950,177623.0
1951,231628.0
1952,204955.0
1953,188980.0
1954,187065.0
1955,134138.0
1956,268087.0
1957,146601.0
1958,261937.0
1959,153458.0
1960,125083.0
1961,125083.0
1962,99172.0
1963,104974.0
1964,115225.0
1965,153050.0
1966,134232.0
1967,302218.0
1968,434651.0
1969,363743.0
1970,382842.0
1971,416982.0
1972,375139.0
1973,275414.0
1974,344385.0
1975,784115.0
1976,263639.0
1977,341499.0
1978,351439.0
1979,329080.0
1980,204372.0
1981,418649.0
1982,236107.0
1983,205551.0
1984,166817.0
1985,234915.0
1986,213125.0
1987,158206.0
1988,174553.0
1989,192663.0
1990,227877.0
1991,229066.0
1992,209564.0
1993,160643.0
1994,201863.0
1995,179806.0
1996,242140.0
1997,266813.0
1998,323924.0
1999,313310.0
2000,323215.0
2001,286311.0
2002,225791.0
2003,264747.0
2004,249240.0
2005,200222.0
2006,221345.0
2007,255129.0
2008,201537.0
2009,211909.0
2010,188899.0
2011,142185.0
2012,179686.0
2013,183767.0
2014,198460.0
2015,214270.0
2016,197651.0
2017,191192.0
2018,130032.0
2019,128307.0
2020,100748.0
2021,123535.0
2022,200024.0
2023,137170.0
2024,275449.0
2025,410240.0
2026,184268.0
2027,161449.0
2028,145155.0
2029,174480.0
2030,268750.0
2031,211970.0
2032,229137.0
2033,254159.0
2034,175613.0
2035,208826.0
2036,193259.0
2037,203364.0
2038,275183.0
2039,194610.0
2040,487212.0
2041,475159.0
2042,199087.0
2043,174655.0
2044,175729.0
2045,191071.0
2046,150769.0
2047,146175.0
2048,129054.0
2049,146938.0
2050,186060.0
2051,103398.0
2052,134064.0
2053,145854.0
2054,111252.0
2055,165649.0
2056,136056.0
2057,111445.0
2058,203956.0
2059,137326.0
2060,181515.0
2061,156837.0
2062,128397.0
2063,114882.0
2064,134354.0
2065,104915.0
2066,176965.0
2067,110112.0
2068,143291.0
2069,79534.0
2070,111969.0
2071,92968.0
2072,175530.0
2073,141615.0
2074,220064.0
2075,138063.0
2076,109003.0
2077,158561.0
2078,123199.0
2079,123786.0
2080,125678.0
2081,120754.0
2082,152638.0
2083,137639.0
2084,115740.0
2085,133731.0
2086,117565.0
2087,120562.0
2088,94161.0
2089,80699.0
2090,120382.0
2091,95623.0
